code;number;edition;character;series;quality;obtainedDate;obtainedTimestamp;burnValue;dye.code;dye.name;frame;morphed;trimmed;tag;alias;wishlists;fights;dropQuality;dropper;grabber;guild;worker.effort;worker.style;worker.purity;worker.grabber;worker.dropper;worker.quickness;worker.toughness;worker.vanity;worker.recoveryDate;worker.recoveryTimestamp
zwsksc;22334;1;Sarasa;100 Sleeping Princes and the Kingdom of Dreams;0;Wed, 13 Oct 2021 03:08:28 GMT;1,63409E+12;1;;;;No;No;;;1;0;0;7,32966E+17;7,32966E+17;7,21059E+17;0;F;S;S;S;A;F;B;;
zwdbrh;22354;1;Kenneth;Darker than Black;3;Wed, 13 Oct 2021 02:43:51 GMT;1,63409E+12;4;;;;No;No;;;1;0;3;7,32966E+17;7,32966E+17;6,32549E+17;1;F;S;S;S;A;F;B;;
zwt8b5;22456;1;Tojo;Fire Force;3;Wed, 13 Oct 2021 01:40:18 GMT;1,63409E+12;27;;;;No;No;;;1;0;3;7,32966E+17;7,32966E+17;7,21059E+17;16;F;S;S;S;F;F;B;;
zwll0x;22299;1;Takeda Shingen;Nobunaga the Fool;2;Wed, 13 Oct 2021 00:48:53 GMT;1,63409E+12;2;;;;No;No;;;1;0;2;7,32966E+17;7,32966E+17;7,21059E+17;1;F;S;S;S;S;F;B;;
197zc6;6;3;Kokoro Tsurumaki;BanG Dream!;2;Tue, 12 Oct 2021 14:58:56 GMT;1,63405E+12;48;;;;No;No;;;54;0;1;;7,19827E+17;7,68097E+17;29;F;A;F;F;A;F;A;;
z2sv6f;9735;2;Makoto Sugai;TsukiPro the Animation;1;Tue, 12 Oct 2021 10:21:30 GMT;1,63403E+12;9;;;;No;No;;;1;0;1;7,32966E+17;7,32966E+17;7,21059E+17;5;F;S;S;S;A;F;B;;
z2d1rd;855;3;Airi Totoki;The iDOLM@STER: Cinderella Girls;2;Tue, 12 Oct 2021 09:44:56 GMT;1,63403E+12;32;;;;No;No;;;1;0;2;7,32966E+17;7,32966E+17;7,21059E+17;23;F;S;S;S;A;F;A;;
z2txt5;21995;1;Suseri Shimazu;Isuca: Gokuraku;4;Tue, 12 Oct 2021 08:44:23 GMT;1,63403E+12;27;;;;No;No;;;1;0;4;7,32966E+17;7,32966E+17;6,32549E+17;18;F;S;S;S;A;F;B;;
z27vv5;3779;2;Keiko Hoshino;Girls und Panzer;1;Tue, 12 Oct 2021 08:44:03 GMT;1,63403E+12;10;;;;No;No;;;1;0;1;3,27261E+17;7,32966E+17;7,21059E+17;6;F;S;S;F;A;F;B;;
z2tbmj;1382;2;Rhyme;The World Ends with You;3;Tue, 12 Oct 2021 08:05:22 GMT;1,63403E+12;60;;;;No;No;;;10;0;3;7,32966E+17;7,32966E+17;7,21059E+17;41;F;S;S;S;A;F;A;;
z2z93r;22145;1;Peeled Shrimp;Tentai Senshi Sunred 2;1;Tue, 12 Oct 2021 02:09:50 GMT;1,634E+12;2;;;;No;No;;;1;0;1;7,32966E+17;7,32966E+17;7,21059E+17;1;F;S;S;S;F;F;B;;
z2z931;22161;1;Fuuki Iinchou;Aho-Girl;3;Tue, 12 Oct 2021 02:09:37 GMT;1,634E+12;18;;;;No;No;;;1;0;3;7,4788E+17;7,32966E+17;7,21059E+17;11;F;S;S;F;F;F;B;;
z2z2tc;612;3;Ponyo;Ponyo on the Cliff by the Sea;0;Tue, 12 Oct 2021 02:09:32 GMT;1,634E+12;18;;;;No;No;;;228;0;0;7,32966E+17;7,32966E+17;7,21059E+17;15;F;S;S;S;S;F;A;;
z2bl7q;22059;1;Serena;Bermuda Triangle: Colorful Pastorale;2;Tue, 12 Oct 2021 00:01:43 GMT;1,634E+12;5;;;;No;No;;;1;0;2;7,32966E+17;7,32966E+17;7,21059E+17;1;F;S;S;S;A;F;B;;
zht66g;21987;1;Nono's Mother;Urara Meirochou;2;Mon, 11 Oct 2021 15:37:40 GMT;1,63397E+12;3;;;;No;No;;;1;0;2;7,32966E+17;7,32966E+17;7,21059E+17;1;F;S;S;S;A;F;B;;
zht2mc;22012;1;Jean Otus;ACCA: 13-Territory Inspection Dept.;4;Mon, 11 Oct 2021 15:22:21 GMT;1,63397E+12;16;;;;No;No;;;8;0;4;7,32966E+17;7,32966E+17;7,21059E+17;9;F;S;S;S;B;F;B;;
zhr192;22160;1;Vector;Inazuma Eleven x Despicable Me;3;Mon, 11 Oct 2021 11:29:59 GMT;1,63395E+12;93;;;;No;No;;;80;0;3;7,32966E+17;7,32966E+17;7,21059E+17;58;F;S;S;S;A;F;B;;
zh4p17;12314;1;Leader of Melromarc Knights;The Rising of the Shield Hero;0;Mon, 11 Oct 2021 09:56:24 GMT;1,63395E+12;1;;;;No;No;;;1;0;0;7,32966E+17;7,32966E+17;7,21059E+17;0;F;S;S;S;S;F;C;;
zhjw3s;21006;1;Mahoro Shimano;My Hero Academia: Heroes: Rising;2;Mon, 11 Oct 2021 06:51:12 GMT;1,63394E+12;23;;;;No;No;;;3;0;2;7,32966E+17;7,32966E+17;7,21059E+17;16;F;S;S;S;S;F;B;;
zhbmhc;22061;1;Momonga;One Piece;4;Mon, 11 Oct 2021 06:09:42 GMT;1,63393E+12;51;;;;No;No;op;;1;0;4;7,32966E+17;7,32966E+17;7,21059E+17;33;F;S;S;S;A;F;B;;
zh5n3b;22011;1;Naruzou Machio;How Heavy Are the Dumbbells You Lift?;0;Mon, 11 Oct 2021 05:54:35 GMT;1,63393E+12;4;;;;No;No;;;23;0;0;7,32966E+17;7,32966E+17;7,21059E+17;1;F;S;S;S;C;F;C;;
zhwhln;21827;1;Megumi's Mother;Is the Order a Rabbit??;1;Mon, 11 Oct 2021 04:21:40 GMT;1,63393E+12;3;;;;No;No;;;1;0;1;7,32966E+17;7,32966E+17;6,32549E+17;1;F;S;S;S;D;F;B;;
zhwhlb;16971;1;Nirengeki Shouda;My Hero Academia 2;3;Mon, 11 Oct 2021 04:21:30 GMT;1,63393E+12;43;;;;No;No;;;1;2;3;;7,32966E+17;6,32549E+17;26;F;S;S;F;A;C;C;;
zhhs46;21884;1;Haruki's Father;I Want to Eat Your Pancreas;3;Mon, 11 Oct 2021 03:40:26 GMT;1,63392E+12;7;;;;No;No;;;1;0;3;7,32966E+17;7,32966E+17;7,21059E+17;5;F;S;S;S;S;F;B;;
zh08gc;8768;2;Zack;Angels of Death;2;Mon, 11 Oct 2021 02:47:53 GMT;1,63392E+12;80;;;;No;No;;;321;3;2;7,32966E+17;7,32966E+17;6,32549E+17;54;F;S;S;S;S;B;C;;
zh0sh8;7408;2;Fuyumi Yanagi;Blood Lad;1;Mon, 11 Oct 2021 02:47:34 GMT;1,63392E+12;15;;;;No;No;;;25;0;1;7,32966E+17;7,32966E+17;7,21059E+17;9;F;S;S;S;S;F;C;;
zh02zq;21986;1;Ervin;Neo Angelique Abyss;0;Mon, 11 Oct 2021 02:21:41 GMT;1,63392E+12;2;;;;No;No;;;1;0;0;7,32966E+17;7,32966E+17;7,21059E+17;1;F;S;S;S;S;F;B;;
zqx7w9;585;2;Yui Saikawa;The Detective is Already Dead;2;Mon, 11 Oct 2021 00:35:53 GMT;1,63391E+12;44;;;;No;No;;;18;0;2;7,32966E+17;7,32966E+17;7,57946E+17;30;F;S;S;S;S;F;A;;
zqx6sd;5600;1;Dorbickmon Darkness Mode One;Digimon Xros Wars: Aku no Death General to Shichinin no Oukoku;1;Mon, 11 Oct 2021 00:17:26 GMT;1,63391E+12;2;;;;No;No;;;1;0;1;7,32966E+17;7,32966E+17;7,21059E+17;1;F;S;S;S;B;F;A;;
zqjtw5;21961;1;Jenova;Final Fantasy VII;2;Sun, 10 Oct 2021 14:55:51 GMT;1,63388E+12;10;;;;No;No;;;1;0;2;7,32966E+17;7,32966E+17;7,21059E+17;6;F;S;S;S;A;F;B;;
zqjq00;22251;1;George Joestar II;JoJo's Bizarre Adventure;4;Sun, 10 Oct 2021 14:40:28 GMT;1,63388E+12;97;;;;No;No;;;2;0;4;7,32966E+17;7,32966E+17;7,21059E+17;59;F;S;S;S;A;F;B;;
zqmlnj;21842;1;Nagare Akiba;Ushio and Tora TV;2;Sun, 10 Oct 2021 08:08:52 GMT;1,63385E+12;1;;;;No;No;;;1;0;2;7,32966E+17;7,32966E+17;7,21059E+17;0;F;S;S;S;A;F;B;;
z0ccv0;21000;1;Squeak;Merc StoriA: The Apathetic Boy and the Girl in a Bottle;1;Sun, 10 Oct 2021 07:52:18 GMT;1,63385E+12;3;;;;No;No;;;1;0;1;7,32966E+17;7,32966E+17;7,21059E+17;1;F;S;S;S;S;F;B;;
z0sstx;1151;2;Saber Lily;Fate/Grand Order;3;Sun, 10 Oct 2021 05:46:01 GMT;1,63384E+12;113;;;;No;No;;;12;1;3;7,32966E+17;7,32966E+17;7,21059E+17;78;F;S;S;S;A;D;A;;
z0d98v;21611;1;Yggdrasil;Monster Sonic! D'Artagnan no Idol Sengen;4;Sun, 10 Oct 2021 05:03:13 GMT;1,63384E+12;28;;;;No;No;;;1;0;4;7,5578E+17;7,32966E+17;7,21059E+17;15;F;S;S;F;D;F;B;;
z0dm1k;1395;3;Daikaku Kokujyouji;K-Project;4;Sun, 10 Oct 2021 04:42:02 GMT;1,63384E+12;79;;;;No;No;;;1;0;4;7,32966E+17;7,32966E+17;7,21059E+17;55;F;S;S;S;S;F;A;;
z08xz5;1366;3;Souzou Sagara;Rurouni Kenshin;4;Sun, 10 Oct 2021 03:24:40 GMT;1,63384E+12;96;;;;No;No;;;2;2;4;7,32966E+17;7,32966E+17;7,21059E+17;66;F;S;S;S;A;C;A;;
z08kvg;22057;1;Cindy;Nyan Koi!;2;Sun, 10 Oct 2021 03:07:04 GMT;1,63384E+12;7;;;;No;No;;;1;0;2;7,32966E+17;7,32966E+17;7,21059E+17;5;F;S;S;S;A;F;B;;
z0f5wc;19839;1;Jack Frost;Persona 3 the Movie 1: Spring of Birth;3;Sun, 10 Oct 2021 02:04:17 GMT;1,63383E+12;37;;;;No;No;;;24;0;3;7,32966E+17;7,32966E+17;7,21059E+17;24;F;S;S;S;A;F;B;;
z0h8wd;22053;1;Mad Hatter;Grimms Notes the Animation;0;Sat, 09 Oct 2021 17:19:34 GMT;1,6338E+12;2;;;;No;No;;;1;0;0;7,32966E+17;7,32966E+17;7,21059E+17;1;F;S;S;S;S;F;B;;
z0qn2k;9622;2;Boy;DECO*27 – Psychogram;2;Sat, 09 Oct 2021 16:25:08 GMT;1,6338E+12;22;;;;No;No;;;3;0;2;7,32966E+17;7,32966E+17;7,21059E+17;16;F;S;S;S;S;F;B;;
z00zxx;21857;1;Driver;Venus Project: Climax;1;Sat, 09 Oct 2021 16:01:32 GMT;1,6338E+12;1;;;;No;No;;;3;0;1;7,32966E+17;7,32966E+17;6,32549E+17;0;F;S;S;S;A;F;B;;
z0vkn1;2333;2;Ghandagoza;Granblue Fantasy;3;Sat, 09 Oct 2021 15:20:02 GMT;1,63379E+12;35;;;;No;No;;;1;0;3;7,32966E+17;7,32966E+17;7,21059E+17;25;F;S;S;S;A;F;A;;
z0m3n3;22018;1;Ai;Dragon Crisis!;1;Sat, 09 Oct 2021 14:57:45 GMT;1,63379E+12;4;;;;No;No;;;2;0;1;6,88145E+17;7,32966E+17;7,21059E+17;1;F;S;S;F;A;F;B;;
zv64tf;20057;1;Groza;Shironeko Project: Zero Chronicle;2;Sat, 09 Oct 2021 13:57:04 GMT;1,63379E+12;10;;;;No;No;;;1;0;2;7,32966E+17;7,32966E+17;7,21059E+17;6;F;S;S;S;A;F;B;;
zvtccg;3147;1;Phoebe;Granblue Fantasy;4;Sat, 09 Oct 2021 11:09:10 GMT;1,63378E+12;81;;;;No;No;;;2;0;4;7,32966E+17;7,32966E+17;6,32549E+17;51;F;S;S;S;S;F;B;;
zv7071;1679;3;E.M. Pino;Edens Zero;4;Sat, 09 Oct 2021 11:08:20 GMT;1,63378E+12;120;;;;No;No;;;6;0;4;7,32966E+17;7,32966E+17;7,21059E+17;81;F;S;S;S;A;F;A;;
zv70fs;22271;1;Beni Yutaka;Dagashi Kashi 2;2;Sat, 09 Oct 2021 10:52:52 GMT;1,63378E+12;3;;;;No;No;;;1;0;2;7,32966E+17;7,32966E+17;7,21059E+17;1;F;S;S;S;B;F;B;;
zv8qkk;21919;1;Yahiko;Naruto Shippuden;1;Sat, 09 Oct 2021 09:37:39 GMT;1,63377E+12;20;;;;No;No;;;7;0;1;7,32966E+17;7,32966E+17;7,21059E+17;14;F;S;S;S;A;F;B;;
zvfl6q;22018;1;Kuisha Abaddon;High School DxD Hero;2;Sat, 09 Oct 2021 08:40:00 GMT;1,63377E+12;18;;;;No;No;;;1;0;2;7,32966E+17;7,32966E+17;7,21059E+17;14;F;S;S;S;S;F;B;;
zvp9tb;7001;2;Tsumugu Kihara;Nagi no Asukara;3;Sat, 09 Oct 2021 05:14:25 GMT;1,63376E+12;48;;;;No;No;;;5;0;3;7,32966E+17;7,32966E+17;7,21059E+17;29;F;S;S;S;S;F;B;;
zv420v;21947;1;Tsubasa Ibuki;"The iDOLM@STER Million Live! ""Dreaming!"" Animation PV";3;Sat, 09 Oct 2021 04:17:05 GMT;1,63375E+12;17;;;;No;No;;;1;0;3;7,32966E+17;7,32966E+17;6,32549E+17;9;F;S;S;S;A;F;B;;
zvz97p;22035;1;Death Arms;My Hero Academia;1;Sat, 09 Oct 2021 03:47:24 GMT;1,63375E+12;10;;;;No;No;;;1;0;1;7,32966E+17;7,32966E+17;7,21059E+17;8;F;S;S;S;A;F;B;;
zv1ktt;22036;1;Gisen Yagyuu;Samurai Girls Specials;1;Sat, 09 Oct 2021 03:20:51 GMT;1,63375E+12;2;;;;No;No;;;1;0;1;7,32966E+17;7,32966E+17;7,21059E+17;1;F;S;S;S;A;F;B;;
zv1k9z;21928;1;Seiya Kanie;Amagi Brilliant Park;2;Sat, 09 Oct 2021 03:05:41 GMT;1,63375E+12;10;;;;No;No;;;4;0;2;3,88539E+17;7,32966E+17;7,21059E+17;6;F;S;S;F;F;F;B;;
zvnpkd;6896;2;Entai;Magi: The Labyrinth of Magic;3;Sat, 09 Oct 2021 02:48:17 GMT;1,63375E+12;33;;;;No;No;;;1;1;3;7,32966E+17;7,32966E+17;7,21059E+17;21;F;S;S;S;A;D;B;;
zv5lcd;8315;1;Tae Ooto;Wonder Egg Priority;4;Sat, 09 Oct 2021 01:17:52 GMT;1,63374E+12;67;;;;No;No;;;2;0;4;7,32966E+17;7,32966E+17;7,21059E+17;44;F;S;S;S;S;F;B;;
zm95l0;902;3;Junshan Silver Needle Tea;Food Fantasy;1;Fri, 08 Oct 2021 14:14:58 GMT;1,6337E+12;18;;;;No;No;;;1;1;1;7,32966E+17;7,32966E+17;6,32549E+17;15;F;S;S;S;S;D;A;;
zmgxzl;277;1;Mia Taylor;Love Live! School Idol Festival All Stars;2;Fri, 08 Oct 2021 14:14:19 GMT;1,6337E+12;19;;;;No;No;;;13;0;2;7,00555E+17;7,32966E+17;7,21059E+17;13;F;S;S;F;F;F;A;;
zmgvfx;21672;1;Rosie;One-Punch Man 2;2;Fri, 08 Oct 2021 13:45:52 GMT;1,6337E+12;5;;;;No;No;;;1;0;2;6,54753E+17;7,32966E+17;6,32549E+17;1;F;S;S;F;S;F;B;;
zmgvfl;21672;1;Butterfly Dx;One-Punch Man 2;2;Fri, 08 Oct 2021 13:45:21 GMT;1,6337E+12;6;;;;No;No;;;1;0;2;7,32966E+17;7,32966E+17;6,32549E+17;5;F;S;S;S;A;F;B;;
zmpzrd;16476;1;MIzuki Kikkawa;Love Live! Nijigasaki High School Idol Club;2;Fri, 08 Oct 2021 12:24:44 GMT;1,6337E+12;10;;;;No;No;;;1;0;2;7,32966E+17;7,32966E+17;7,21059E+17;8;F;S;S;S;A;F;B;;
zm4t35;21618;1;Shikama Douji;Seraph of the End;1;Fri, 08 Oct 2021 12:01:06 GMT;1,63369E+12;6;;;;No;No;;;1;0;1;4,29415E+17;7,32966E+17;7,21059E+17;5;F;S;S;F;F;F;B;;
zm4tzv;21887;1;Cavendish;One Piece;1;Fri, 08 Oct 2021 11:43:47 GMT;1,63369E+12;11;;;;No;No;op;;7;0;1;7,32966E+17;7,32966E+17;7,21059E+17;6;F;S;S;S;B;F;B;;
zm4jp4;320;3;Chihiro Chimatsuri;Vlad Love;2;Fri, 08 Oct 2021 11:23:23 GMT;1,63369E+12;19;;;;No;No;;;1;0;2;;7,32966E+17;6,32549E+17;14;F;S;S;F;A;F;A;;
zm4m7g;1781;2;Mei Kamino;Godzilla Singular Point;4;Fri, 08 Oct 2021 11:22:57 GMT;1,63369E+12;100;;;;No;No;;;11;1;4;7,32966E+17;7,32966E+17;7,21059E+17;64;F;S;S;S;D;D;A;;
zm4m7r;6214;2;Abrego;Black Lagoon;1;Fri, 08 Oct 2021 11:22:51 GMT;1,63369E+12;7;;;;No;No;;;1;0;1;7,32966E+17;7,32966E+17;7,21059E+17;5;F;S;S;S;B;F;A;;
zmz4j4;863;3;Krul Tepes;Seraph of the End: Battle in Nagoya;3;Fri, 08 Oct 2021 10:53:31 GMT;1,63369E+12;163;;;;No;No;;;339;0;3;7,32966E+17;7,32966E+17;7,21059E+17;113;F;S;S;S;S;F;A;;
zm1mrz;21528;1;Trubbish;Pokémon: Black & White;1;Fri, 08 Oct 2021 09:58:08 GMT;1,63369E+12;6;;;;No;No;;;4;0;1;7,32966E+17;7,32966E+17;7,57946E+17;5;F;S;S;S;A;F;B;;
zmj629;9509;2;AZKi;Hololive: Holo no Graffiti;4;Fri, 08 Oct 2021 09:03:11 GMT;1,63368E+12;220;;;;No;No;;;27;3;4;7,32966E+17;7,32966E+17;6,32549E+17;146;F;S;S;S;S;B;C;;
zmkl8p;9772;2;Ryuzu Bilma;Re:ZERO -Starting Life in Another World- Season 2;4;Fri, 08 Oct 2021 06:45:32 GMT;1,63368E+12;172;;;;No;No;;;3;1;4;7,32966E+17;7,32966E+17;6,32549E+17;114;F;S;S;S;S;D;B;;
zmwlsq;22179;1;Kanae Tsuchida;Amagi Brilliant Park;1;Fri, 08 Oct 2021 05:56:27 GMT;1,63367E+12;4;;;;No;No;;;1;0;1;7,32966E+17;7,32966E+17;7,21059E+17;1;F;S;S;S;C;F;B;;
zmwlsv;9273;2;Tsukasa Fujii;your name.;1;Fri, 08 Oct 2021 05:56:23 GMT;1,63367E+12;16;;;;No;No;;;4;1;1;7,32966E+17;7,32966E+17;7,21059E+17;9;F;S;S;S;A;D;B;;
zmw00j;22032;1;Bogue Con-Vaart;Macross Delta;2;Fri, 08 Oct 2021 05:32:01 GMT;1,63367E+12;3;;;;No;No;;;1;0;2;7,32966E+17;7,32966E+17;7,21059E+17;1;F;S;S;S;C;F;B;;
zmhwm1;1635;3;Simon;Koi to Producer: EVOL×LOVE;2;Fri, 08 Oct 2021 04:40:02 GMT;1,63367E+12;28;;;;No;No;;;13;0;2;7,32966E+17;7,32966E+17;7,21059E+17;19;F;S;S;S;S;F;A;;
zmmxlk;5923;1;Deeb;DOTA: Dragon's Blood;2;Fri, 08 Oct 2021 02:48:54 GMT;1,63366E+12;2;;;;No;No;;;1;0;2;7,32966E+17;7,32966E+17;6,32549E+17;1;F;S;S;S;A;F;A;;
1ccjxk;19455;1;Koyasu Tsubame;Kaguya-sama: Love Is War;2;Fri, 08 Oct 2021 02:04:11 GMT;1,63366E+12;27;;;;No;No;;;26;0;2;7,32966E+17;7,32966E+17;7,21059E+17;18;F;S;S;S;A;F;B;;
1c67v7;10130;2;General Merkulov;Violet Evergarden;4;Fri, 08 Oct 2021 01:25:36 GMT;1,63366E+12;97;;;;No;No;;;1;4;4;7,32966E+17;7,32966E+17;6,48032E+17;66;F;S;S;S;A;A;B;;
1cxjfw;21950;1;Registeel;Pokémon Advanced;4;Fri, 08 Oct 2021 01:00:10 GMT;1,63365E+12;56;;;;No;No;;;9;0;4;7,32966E+17;7,32966E+17;7,21059E+17;35;F;S;S;S;S;F;B;;
1cnw3k;21904;1;Kana Kojima;Why the Hell are You Here, Teacher!?;1;Thu, 07 Oct 2021 15:56:46 GMT;1,63362E+12;8;;;;No;No;;;14;0;1;7,32966E+17;7,32966E+17;6,32549E+17;5;F;S;S;S;A;F;B;;
1c5ckz;21620;1;Alpha Hatsuseno;Yokohama Kaidashi Kikou;0;Thu, 07 Oct 2021 14:45:06 GMT;1,63362E+12;1;;;;No;No;;;5;0;0;7,32966E+17;7,32966E+17;7,21059E+17;0;F;S;S;S;B;F;B;;
1ck4c5;7097;2;Yoritsune Hanakoji;Sakura Wars: Ouka Kenran;4;Thu, 07 Oct 2021 13:57:00 GMT;1,63362E+12;47;;;;No;No;;;1;0;4;7,32966E+17;7,32966E+17;7,21059E+17;30;F;S;S;S;S;F;B;;
1c240t;7498;1;Sayu's Mother;Higehiro: After Being Rejected, I Shaved and Took in a High School Runaway;3;Thu, 07 Oct 2021 12:48:20 GMT;1,63361E+12;12;;;;No;No;;;1;0;3;7,32966E+17;7,32966E+17;7,21059E+17;6;F;S;S;S;B;F;A;;
1ch09f;9401;2;Claudia Hodgins;Violet Evergarden;2;Thu, 07 Oct 2021 12:13:38 GMT;1,63361E+12;40;;;;No;No;;;20;1;2;7,32966E+17;7,32966E+17;7,21059E+17;28;F;S;S;S;A;D;B;;
1ch0pb;21873;1;Nina Natsume;Urara Meirochou;3;Thu, 07 Oct 2021 11:56:47 GMT;1,63361E+12;13;;;;No;No;;;1;0;3;7,32966E+17;7,32966E+17;7,21059E+17;6;F;S;S;S;B;F;B;;
1c0hzs;21761;1;Minami Sagami;My Teen Romantic Comedy SNAFU TOO!;3;Thu, 07 Oct 2021 10:58:13 GMT;1,6336E+12;16;;;;No;No;;;1;0;3;6,7038E+17;7,32966E+17;7,21059E+17;8;F;S;S;F;F;F;B;;
1cv4zd;21820;1;Destroyer Creator;KonoSuba: God's blessing on this wonderful world!;3;Thu, 07 Oct 2021 10:30:40 GMT;1,6336E+12;9;;;;No;No;;;1;0;3;7,32966E+17;7,32966E+17;7,21059E+17;5;F;S;S;S;A;F;B;;
1cv4jn;18451;1;Indiscriminate Diary;Future Diary;2;Thu, 07 Oct 2021 10:15:26 GMT;1,6336E+12;12;;;;No;No;;;1;0;2;7,32966E+17;7,32966E+17;7,21059E+17;8;F;S;S;S;A;F;B;;
1cm5lq;21546;1;Saeko Kiryuu;Ore no Kanojo to Osananajimi ga Shuraba Sugiru;4;Thu, 07 Oct 2021 09:08:01 GMT;1,6336E+12;16;;;;No;No;;;1;0;4;7,32966E+17;7,32966E+17;7,21059E+17;8;F;S;S;S;C;F;B;;
16x5k9;7822;2;Llama-san;Anime Kapibara-san;2;Thu, 07 Oct 2021 06:52:19 GMT;1,63359E+12;18;;;;No;No;;;1;1;2;7,32966E+17;7,32966E+17;6,48032E+17;15;F;S;S;S;A;D;B;;
16dn6w;21549;1;Haruko Chikada;K-On!!;2;Thu, 07 Oct 2021 05:53:59 GMT;1,63359E+12;4;;;;No;No;;;1;0;2;7,32966E+17;7,32966E+17;7,21059E+17;1;F;S;S;S;S;F;B;;
1686gk;8704;2;Yasuko Takasu;Toradora!;2;Thu, 07 Oct 2021 04:30:25 GMT;1,63358E+12;37;;;;No;No;;;12;0;2;7,32966E+17;7,32966E+17;6,32549E+17;21;F;S;S;S;B;F;C;;
168nqc;21415;1;Dragon Knight;If It's for My Daughter, I'd Even Defeat a Demon Lord;0;Thu, 07 Oct 2021 04:14:51 GMT;1,63358E+12;1;;;;No;No;;;1;0;0;7,32966E+17;7,32966E+17;7,21059E+17;0;F;S;S;S;A;F;B;;
16lgk7;21615;1;Haruma Yamazuki;Yamada-kun and the Seven Witches;2;Thu, 07 Oct 2021 03:30:46 GMT;1,63358E+12;6;;;;No;No;;;1;0;2;7,32966E+17;7,32966E+17;7,21059E+17;5;F;S;S;S;S;F;B;;
160vgl;6441;1;Cyber Dragon;Yu-Gi-Oh! GX;3;Wed, 06 Oct 2021 15:31:32 GMT;1,63353E+12;18;;;;No;No;;;2;0;3;7,32966E+17;7,32966E+17;7,21059E+17;14;F;S;S;S;A;F;B;;
16mltp;21807;1;Saotome;elDLIVE;0;Wed, 06 Oct 2021 15:05:26 GMT;1,63353E+12;3;;;;No;No;;;1;0;0;7,32966E+17;7,32966E+17;7,21059E+17;1;F;S;S;S;A;F;B;;
16mvv3;15853;1;Elf Bartender;That Time I Got Reincarnated as a Slime 2nd Season;2;Wed, 06 Oct 2021 14:39:03 GMT;1,63353E+12;11;;;;No;No;;;1;0;2;7,32966E+17;7,32966E+17;7,21059E+17;8;F;S;S;S;A;F;B;;
1xs008;21949;1;Midari's Lackey A;Kakegurui;1;Wed, 06 Oct 2021 12:24:10 GMT;1,63352E+12;9;;;;No;No;;;2;0;1;7,32966E+17;7,32966E+17;7,21059E+17;5;F;S;S;S;C;F;B;;
1xs00l;21599;1;Phobio;That Time I Got Reincarnated as a Slime;2;Wed, 06 Oct 2021 12:24:05 GMT;1,63352E+12;13;;;;No;No;;;1;0;2;7,32966E+17;7,32966E+17;7,21059E+17;6;F;S;S;S;B;F;B;;
1x77wr;10173;2;Masaki Shidou;Gundam Build Divers Re:RISE;1;Wed, 06 Oct 2021 11:51:14 GMT;1,63352E+12;8;;;;No;No;;;1;0;1;7,32966E+17;7,32966E+17;7,21059E+17;5;F;S;S;S;A;F;B;;
1x7w23;400;3;Hanatarou Yamada;Bleach;3;Wed, 06 Oct 2021 11:21:49 GMT;1,63352E+12;78;;;;No;No;;;2;0;3;7,32966E+17;7,32966E+17;7,21059E+17;56;F;S;S;S;S;F;A;;
1xtmgf;8799;2;Sea Urchin;Food Fantasy;3;Wed, 06 Oct 2021 10:31:53 GMT;1,63352E+12;69;;;;No;No;;;3;0;3;7,32966E+17;7,32966E+17;7,21059E+17;45;F;S;S;S;S;F;B;;
1x9dlg;19450;1;Kyouko Hayato;Shoujo Sect;0;Wed, 06 Oct 2021 08:23:48 GMT;1,63351E+12;1;;;;No;No;;;1;0;0;7,32966E+17;7,32966E+17;7,57946E+17;0;F;S;S;S;A;F;B;;
1x1d72;21493;1;Conny;How to Keep a Mummy;1;Wed, 06 Oct 2021 03:27:48 GMT;1,63349E+12;3;;;;No;No;;;1;0;1;7,32966E+17;7,32966E+17;7,21059E+17;1;F;S;S;S;A;F;B;;
1x1wbw;3219;1;Maimai Yuzuriha;Zombieland Saga: Revenge;2;Wed, 06 Oct 2021 03:11:57 GMT;1,63349E+12;13;;;;No;No;;;2;0;2;7,32966E+17;7,32966E+17;7,21059E+17;6;F;S;S;S;B;F;B;;
1xjl5r;3728;2;Marshall D. Teach;One Piece;2;Wed, 06 Oct 2021 02:36:09 GMT;1,63349E+12;60;;;;No;No;op;;79;1;2;7,32966E+17;7,32966E+17;6,32549E+17;41;F;S;S;S;S;D;B;;
1xbfpz;21900;1;Saki Tennouji;Hinomaru Sumo;3;Wed, 06 Oct 2021 01:51:08 GMT;1,63349E+12;9;;;;No;No;;;1;0;3;7,32966E+17;7,32966E+17;7,21059E+17;5;F;S;S;S;B;F;B;;
1s3kmk;78;3;Kanonno Earheart;Tales of the World: Radiant Mythology;0;Tue, 05 Oct 2021 13:54:59 GMT;1,63344E+12;6;;;;No;No;;;4;1;0;7,32966E+17;7,32966E+17;7,21059E+17;5;F;S;S;S;A;D;A;;
1s4x9t;21429;1;Yuko Yoshida;The Demon Girl Next Door;3;Tue, 05 Oct 2021 12:35:58 GMT;1,63344E+12;45;;;;No;No;;;20;0;3;7,32966E+17;7,32966E+17;6,32549E+17;28;F;S;S;S;B;F;B;;
1szdr2;3305;2;Horn;How NOT to Summon a Demon Lord Omega;2;Tue, 05 Oct 2021 12:12:25 GMT;1,63344E+12;26;;;;No;No;;;3;0;2;7,32966E+17;7,32966E+17;7,21059E+17;19;F;S;S;S;A;F;A;;
