code;number;edition;character;series;quality;obtainedDate;obtainedTimestamp;burnValue;dye.code;dye.name;frame;morphed;trimmed;tag;alias;wishlists;fights;dropQuality;dropper;grabber;guild;worker.effort;worker.style;worker.purity;worker.grabber;worker.dropper;worker.quickness;worker.toughness;worker.vanity;worker.recoveryDate;worker.recoveryTimestamp
jgth2z;4814;1;Fatla;I've Been Killing Slimes for 300 Years and Maxed Out My Level;4;Sun, 15 Aug 2021 06:35:45 GMT;1,62901E+12;70;;;;No;No;slimes;;1;0;4;8,56932E+17;4,83504E+17;7,21059E+17;43;F;S;F;F;B;F;A;;
jgthw0;7486;2;Gyoumei Himejima;Demon Slayer: Kimetsu no Yaiba;0;Sun, 15 Aug 2021 06:26:36 GMT;1,62901E+12;21;;;;No;No;demon;;244;1;0;7,32966E+17;7,32966E+17;7,21059E+17;15;F;S;S;S;A;D;B;;
jg8f60;17726;1;Hawk's Mother;The Seven Deadly Sins;3;Sun, 15 Aug 2021 05:56:21 GMT;1,62901E+12;48;;;;No;No;gold;;3;0;3;7,32966E+17;7,32966E+17;7,21059E+17;30;F;S;S;S;A;F;B;;
jgl4zq;7251;2;Vivi Nefertari;One Piece;3;Sun, 15 Aug 2021 05:16:52 GMT;1,629E+12;129;;;;No;No;op;;77;3;3;7,32966E+17;7,32966E+17;7,21059E+17;90;F;S;S;S;S;B;A;;
jg3bbr;12374;1;MIzuki Kikkawa;Love Live! Nijigasaki High School Idol Club;3;Sun, 15 Aug 2021 02:31:32 GMT;1,62899E+12;21;;;;No;No;watchlater;;1;0;3;7,32966E+17;7,32966E+17;7,21059E+17;15;F;S;S;S;S;F;B;;
j3c6x6;17393;1;Black Canyon;Toilet-Bound Hanako-kun;4;Sat, 14 Aug 2021 15:00:48 GMT;1,62895E+12;76;;;;No;No;watchlater;;4;0;4;7,32966E+17;7,32966E+17;7,21059E+17;45;F;S;S;S;F;F;B;;
j37g0x;399;2;Isaac;Granblue Fantasy;3;Sat, 14 Aug 2021 10:41:52 GMT;1,62894E+12;42;;;;No;No;lp;;1;0;3;7,32966E+17;7,32966E+17;7,21059E+17;30;F;S;S;S;S;F;A;;
j3tj7f;18027;1;Arche Eeb Rile Furt;Overlord III;1;Sat, 14 Aug 2021 09:41:25 GMT;1,62893E+12;6;;;;No;No;watchlater;;1;0;1;7,32966E+17;7,32966E+17;7,21059E+17;5;F;S;S;S;A;F;B;;
j38qjk;17892;1;Zakos;One-Punch Man 2;0;Sat, 14 Aug 2021 08:40:35 GMT;1,62893E+12;2;;;;No;No;watchlater;;1;0;0;7,32966E+17;7,32966E+17;7,21059E+17;1;F;S;S;S;A;F;B;;
j3frml;3042;1;Tiga Rauleon;Re:ZERO -Starting Life in Another World- The Prophecy of the Throne;2;Sat, 14 Aug 2021 07:15:46 GMT;1,62893E+12;10;;;;No;No;zero;;1;0;2;7,32966E+17;7,32966E+17;7,21059E+17;6;F;S;S;S;B;F;A;;
jr8sss;9289;1;Nacht Faust;Black Clover;2;Fri, 13 Aug 2021 12:51:35 GMT;1,62886E+12;51;;;;No;No;watchlater;;104;0;2;7,32966E+17;7,32966E+17;7,21059E+17;34;F;S;S;S;A;F;A;;
jrlm8d;583;2;Goll;Record of Ragnarok;2;Fri, 13 Aug 2021 11:26:34 GMT;1,62885E+12;35;;;;No;No;lp;;6;0;2;7,32966E+17;7,32966E+17;7,04015E+17;25;F;S;S;S;S;F;A;;
jrh302;17708;1;Itsuki Yakumaru;A Certain Scientific Accelerator;3;Thu, 12 Aug 2021 23:23:13 GMT;1,62881E+12;7;;;;No;No;watchlater;;1;0;3;1,76252E+17;7,32966E+17;7,21059E+17;5;F;S;S;F;F;F;B;;
jp8mx4;916;2;Super Sonic;Sonic X;2;Thu, 12 Aug 2021 15:13:51 GMT;1,62878E+12;54;;;;No;No;lp;;49;0;2;7,32966E+17;7,32966E+17;7,57946E+17;38;F;S;S;S;A;F;A;;
jpfqdw;10473;1;Kei Karuizawa;Classroom of the Elite;3;Thu, 12 Aug 2021 14:02:33 GMT;1,62878E+12;88;;;;No;No;cote;;326;0;3;7,32966E+17;7,32966E+17;7,21059E+17;51;F;S;S;S;B;F;C;;
jpgh6r;512;1;Rajdhani;Sonny Boy;2;Thu, 12 Aug 2021 12:46:35 GMT;1,62877E+12;4;;;;No;No;lp;;3;0;2;7,32966E+17;7,32966E+17;7,57946E+17;1;F;S;S;S;A;F;A;;
k09lbv;3168;2;Tohka Yatogami;Date a Live;4;Thu, 12 Aug 2021 08:58:43 GMT;1,62876E+12;310;;;;Yes;No;dal;;262;4;4;8,06487E+17;8,06487E+17;7,21059E+17;215;F;S;F;F;S;S;A;;
jpz3t2;17630;1;Houjou;Karakai Jouzu no Takagi-san 2;2;Thu, 12 Aug 2021 08:57:32 GMT;1,62876E+12;5;;;;No;No;watchlater;;1;0;2;;7,32966E+17;8,31751E+17;1;F;S;S;F;D;F;B;;
jp1n6j;17405;1;Akiyo Miyamoto;K-On!!;2;Thu, 12 Aug 2021 07:37:05 GMT;1,62875E+12;13;;;;No;No;watchlater;;1;0;2;7,32966E+17;7,32966E+17;7,21059E+17;8;F;S;S;S;A;F;B;;
jpw6st;17716;1;Takahashi;The Disastrous Life of Saiki K.;3;Thu, 12 Aug 2021 03:47:11 GMT;1,62874E+12;14;;;;No;No;watchlater;;1;0;3;7,32966E+17;7,32966E+17;7,21059E+17;9;F;S;S;S;A;F;C;;
jpmxf5;17692;1;Natsuo's Mother;Domestic Girlfriend;2;Wed, 11 Aug 2021 23:53:16 GMT;1,62873E+12;8;;;;No;No;watchlater;;1;0;2;;7,32966E+17;8,31751E+17;5;F;S;S;F;D;F;B;;
j4g4z2;17281;1;Mizuki Toono;Detective Conan: Quarter of Silence;3;Wed, 11 Aug 2021 16:09:00 GMT;1,6287E+12;5;;;;No;No;dcmk;;1;0;3;7,32966E+17;7,32966E+17;7,21059E+17;1;F;S;S;S;B;F;B;;
jz431q;6464;2;Kazari Uiharu;A Certain Scientific Railgun;2;Wed, 11 Aug 2021 15:33:39 GMT;1,6287E+12;31;;;;No;No;watchlater;;11;0;2;6,38049E+17;6,38049E+17;7,05004E+17;18;F;S;F;F;A;F;B;;
jn85w0;7339;1;Hashimoto;Higehiro: After Being Rejected, I Shaved and Took in a High School Runaway;3;Wed, 11 Aug 2021 15:33:39 GMT;1,6287E+12;11;;;;No;No;watchlater;;1;0;3;6,38049E+17;6,38049E+17;7,05004E+17;6;F;S;F;F;B;F;A;;
jzv7vr;2456;1;Wizard Slime;I've Been Killing Slimes for 300 Years and Maxed Out My Level;0;Wed, 11 Aug 2021 15:33:39 GMT;1,6287E+12;3;;;;No;No;slimes;;1;0;0;6,38049E+17;6,38049E+17;7,05004E+17;1;F;S;F;F;A;F;A;;
j41rpn;7173;2;Megumi Jinno;Eromanga Sensei;3;Wed, 11 Aug 2021 11:59:14 GMT;1,62868E+12;52;;;;No;No;watchlater;;2;0;3;7,32966E+17;7,32966E+17;7,21059E+17;35;F;S;S;S;S;F;A;;
j4nj6m;17483;1;Keiki Kisaragi;ORESUKI: Are you the only one who loves me?;0;Wed, 11 Aug 2021 10:53:41 GMT;1,62868E+12;1;;;;No;No;watchlater;;1;0;0;7,32966E+17;7,32966E+17;7,21059E+17;0;F;S;S;S;A;F;B;;
hpdvl7;78;2;Shinra Kusakabe;Fire Force;4;Wed, 11 Aug 2021 07:43:56 GMT;1,62867E+12;339;;;;Yes;No;fire;;650;0;0;4,09707E+17;4,09707E+17;7,17031E+17;176;F;F;F;F;A;F;A;;
j40wjz;6356;2;Kumiko Oumae;Sound! Euphonium;3;Wed, 11 Aug 2021 04:00:32 GMT;1,62865E+12;88;;;;No;No;watchlater;;40;0;3;7,32966E+17;7,32966E+17;7,57946E+17;56;F;S;S;S;A;F;B;;
hsj1ft;497;2;Kaname Arisugawa;Tonikaku Kawaii;2;Tue, 10 Aug 2021 14:37:24 GMT;1,62861E+12;33;;;;No;No;watchlater;;10;0;2;2,60264E+17;2,60264E+17;3,44922E+17;20;F;S;F;F;A;F;A;;
hn6m94;317;2;Yaeko Nishimiya;A Silent Voice;1;Tue, 10 Aug 2021 14:37:24 GMT;1,62861E+12;19;;;;No;No;silent;;4;0;1;3,21064E+17;3,21064E+17;3,44922E+17;13;F;S;F;F;A;F;A;;
kxk7nh;511;2;Leon;Wonder Egg Priority;3;Tue, 10 Aug 2021 14:37:24 GMT;1,62861E+12;51;;;;No;No;wonder;;4;0;3;;2,60264E+17;7,55423E+17;33;F;S;F;F;B;F;A;;
j1cszd;460;2;Shiva;Record of Ragnarok;3;Tue, 10 Aug 2021 05:32:21 GMT;1,62857E+12;80;;;;No;No;lp;;52;0;3;7,32966E+17;7,32966E+17;7,21059E+17;56;F;S;S;S;S;F;A;;
j18hq7;17384;1;Ayumi Yoshida;Detective Conan;2;Tue, 10 Aug 2021 00:34:04 GMT;1,62856E+12;6;;;;No;No;dcmk;;2;0;2;7,32966E+17;7,32966E+17;7,21059E+17;4;F;S;S;S;A;F;C;;
j12xzc;17222;1;Kurako Eba;Hyouka;2;Mon, 09 Aug 2021 14:36:46 GMT;1,62852E+12;4;;;;No;No;watchlater;;0;0;2;7,32966E+17;7,32966E+17;7,21059E+17;1;F;S;S;S;B;F;B;;
j1vfpk;6503;2;Francis Drake;Fate/Extra Last Encore;3;Mon, 09 Aug 2021 11:23:36 GMT;1,62851E+12;72;;;;No;No;watchlater;;8;1;3;7,32966E+17;7,32966E+17;7,21059E+17;49;F;S;S;S;S;D;B;;
bxkcp8;10554;1;Miyo Inbami;Kakegurui XX;1;Mon, 09 Aug 2021 09:05:10 GMT;1,6285E+12;15;;;;No;No;kakegurui;;1;0;1;6,96033E+17;6,96033E+17;6,09027E+17;9;F;S;F;F;A;F;B;;
jjpgml;17489;1;Amatsuyu Kisaragi;ORESUKI: Are you the only one who loves me?;2;Mon, 09 Aug 2021 09:05:10 GMT;1,6285E+12;9;;;;No;No;watchlater;;1;0;2;6,96033E+17;6,96033E+17;8,17561E+17;5;F;S;F;F;F;F;B;;
j5z1xb;6432;2;Yuki Amane;Steins;;;;;;;;;;;;;;;;;;;;;;;;;;;
jjmx1k;14799;1;Miharu Kyougoku;Saekano: How to Raise a Boring Girlfriend Fine;3;Mon, 09 Aug 2021 09:05:10 GMT;1,6285E+12;31;;;;No;No;watchlater;;1;0;3;7,21507E+17;6,96033E+17;8,17561E+17;18;F;S;F;F;F;F;B;;
jb1krf;3058;2;Red-Haired Red Blood Cell;Cells at Work! CODE BLACK!;2;Mon, 09 Aug 2021 09:05:10 GMT;1,6285E+12;17;;;;No;No;watchlater;;3;0;2;3,39835E+17;6,96033E+17;8,17561E+17;10;F;S;F;F;A;F;A;;
jb8d1r;11702;1;Sanya;Kuma Kuma Kuma Bear;0;Mon, 09 Aug 2021 09:05:10 GMT;1,6285E+12;2;;;;No;No;watchlater;;1;0;0;6,54495E+17;6,96033E+17;8,17561E+17;1;F;S;F;F;S;F;A;;
jns54f;10459;1;Chiriko Tsurumi;Anohana: The Flower We Saw That Day;3;Mon, 09 Aug 2021 06:38:37 GMT;1,62849E+12;35;;;;No;No;watchlater;;6;0;3;7,32966E+17;7,32966E+17;7,21059E+17;21;F;S;S;S;A;F;C;;
jng4cv;2984;1;Haruki Hayashida;Tokyo Revengers;1;Mon, 09 Aug 2021 01:38:28 GMT;1,62847E+12;12;;;;No;No;watchlater;;6;0;1;6,91855E+17;7,32966E+17;7,21059E+17;6;F;S;S;F;B;F;B;;
jnjml2;378;1;Centurion Mk I;Girls und Panzer;2;Sun, 08 Aug 2021 20:19:47 GMT;1,62845E+12;10;;;;No;No;lp;;4;0;2;7,32966E+17;7,32966E+17;7,21059E+17;6;F;S;S;S;B;F;A;;
jn0j4g;17489;1;Shiki Kijima;Tokyo Ghoul:re;2;Sun, 08 Aug 2021 15:36:36 GMT;1,62844E+12;9;;;;No;No;tokyo;;1;0;2;7,32966E+17;7,32966E+17;8,31751E+17;5;F;S;S;S;A;F;B;;
jnmqrr;14222;1;Criminal Investigation Diary;Future Diary;3;Sun, 08 Aug 2021 14:25:15 GMT;1,62843E+12;17;;;;No;No;diary;;1;0;3;;7,32966E+17;8,31751E+17;8;F;S;S;F;F;F;B;;
jj6mc9;17327;1;Miho Sawatari;That Time I Got Reincarnated as a Slime;2;Sun, 08 Aug 2021 12:29:46 GMT;1,62843E+12;11;;;;No;No;slime;;1;0;2;7,32966E+17;7,32966E+17;7,21059E+17;8;F;S;S;S;S;F;B;;
5stj2n;5021;2;Megumin;KonoSuba: God's blessing on this wonderful world!;4;Sun, 08 Aug 2021 12:24:44 GMT;1,62843E+12;345;;;cherryberry;No;No;konosuba;;1817;2;4;7,32966E+17;7,32966E+17;7,04015E+17;334;B;S;S;S;S;S;B;Wed, 17 May 2023 02:23:22 GMT;1,68429E+12
jjx1tm;6325;2;Tsumiki Miniwa;Place to Place;1;Sun, 08 Aug 2021 11:56:09 GMT;1,62842E+12;24;;;;No;No;keep;;73;0;1;;7,32966E+17;8,31751E+17;14;F;S;S;F;F;F;B;;
jjx1hz;7239;2;Julius Novachrono;Black Clover;2;Sun, 08 Aug 2021 11:55:09 GMT;1,62842E+12;65;;;;No;No;watchlater;;101;2;2;7,32966E+17;7,32966E+17;7,21059E+17;45;F;S;S;S;S;C;B;;
bcz953;6741;2;Faris Nyannyan;Steins;;;;;;;;;;;;;;;;;;;;;;;;;;;
jk8c76;4354;2;JJ4141;Cells at Work! CODE BLACK!;1;Sun, 08 Aug 2021 11:26:41 GMT;1,62842E+12;8;;;;No;No;watchlater;;1;0;1;1,94848E+17;1,94848E+17;7,24451E+17;5;F;S;F;F;S;F;A;;
j547ns;6113;2;Nozomi Kasaki;Sound! Euphonium 2;1;Sun, 08 Aug 2021 11:26:41 GMT;1,62842E+12;14;;;;No;No;watchlater;;10;0;1;1,94848E+17;1,94848E+17;7,24451E+17;8;F;S;F;F;B;F;B;;
jwlh0n;6887;1;Gil of Strength;Combatants Will Be Dispatched!;0;Sun, 08 Aug 2021 11:26:41 GMT;1,62842E+12;1;;;;No;No;sentouin;;1;0;0;1,94848E+17;1,94848E+17;7,24451E+17;0;F;S;F;F;F;F;A;;
jq00l5;16789;1;Yuriko Ochiai;Your lie in April;2;Sun, 08 Aug 2021 11:26:41 GMT;1,62842E+12;8;;;;No;No;watchlater;;1;0;2;1,94848E+17;1,94848E+17;7,24451E+17;5;F;S;F;F;A;F;B;;
jh4wsf;6709;2;Masayoshi Kimura;Assassination Classroom;3;Sun, 08 Aug 2021 11:26:41 GMT;1,62842E+12;47;;;;No;No;watchlater;;1;0;3;;1,94848E+17;7,24451E+17;29;F;S;F;F;A;F;A;;
j24zmf;4178;2;AA5100;Cells at Work!;3;Sun, 08 Aug 2021 11:26:41 GMT;1,62842E+12;55;;;;No;No;watchlater;;1;0;3;8,15517E+17;1,94848E+17;4,8445E+17;31;F;S;F;F;F;F;A;;
jkzbpr;6725;2;Saber;Fate/Prototype;3;Sun, 08 Aug 2021 11:26:41 GMT;1,62842E+12;97;;;;No;No;watchlater;;18;0;3;1,94848E+17;1,94848E+17;7,24451E+17;51;F;S;F;F;C;F;B;;
j21bd8;15969;1;Gentle Criminal;My Hero Academia 4;1;Sun, 08 Aug 2021 11:26:41 GMT;1,62842E+12;15;;;;No;No;mha;;11;0;1;1,94848E+17;1,94848E+17;7,24451E+17;9;F;S;F;F;A;F;B;;
j2h3fs;6838;2;Manami Okuda;Assassination Classroom;2;Sun, 08 Aug 2021 11:26:41 GMT;1,62842E+12;35;;;;No;No;watchlater;;4;0;2;1,94848E+17;1,94848E+17;7,24451E+17;20;F;S;F;F;A;F;A;;
jjdf7b;17318;1;Kurosaki;Bungou Stray Dogs 2nd Season;2;Sun, 08 Aug 2021 10:20:12 GMT;1,62842E+12;6;;;;No;No;bsd;;1;0;2;7,32966E+17;7,32966E+17;7,21059E+17;5;F;S;S;S;A;F;B;;
jj9s99;2353;2;Arisu Tachibana;The iDOLM@STER: Cinderella Girls Theater Specials;0;Sun, 08 Aug 2021 05:49:25 GMT;1,6284E+12;6;;;;No;No;cute;;1;0;0;7,32966E+17;7,32966E+17;8,31751E+17;5;F;S;S;S;A;F;A;;
jjgsl5;4912;2;Hitch Dreyse;Attack on Titan;1;Sun, 08 Aug 2021 04:48:04 GMT;1,6284E+12;33;;;;No;No;aot;;48;1;1;7,32966E+17;7,32966E+17;7,21059E+17;23;F;S;S;S;S;D;B;;
jj44sc;6644;2;Ronsuke Efune;Detective Conan;2;Sun, 08 Aug 2021 02:10:30 GMT;1,62839E+12;12;;;;No;No;dcmk;;0;0;2;7,32966E+17;7,32966E+17;7,21059E+17;8;F;S;S;S;S;F;A;;
jbtz2l;17201;1;Ill Smith;Gintama;0;Sat, 07 Aug 2021 11:59:42 GMT;1,62834E+12;2;;;;No;No;gintama;;7;0;0;3,3918E+17;7,32966E+17;7,21059E+17;1;F;S;S;F;F;F;B;;
jbgz7g;6795;2;Yotsuba Nakano;The Quintessential Quintuplets;4;Sat, 07 Aug 2021 07:26:45 GMT;1,62832E+12;342;;;;No;No;quintuplets;;1133;4;3;7,32966E+17;7,32966E+17;7,21059E+17;233;F;A;S;S;S;A;B;;
jb3t1n;10098;1;Midnight;My Hero Academia;2;Sat, 07 Aug 2021 06:56:32 GMT;1,62832E+12;72;;;;No;No;mha;;78;1;2;7,32966E+17;7,32966E+17;7,21059E+17;44;F;S;S;S;A;D;C;;
jbpms2;17146;1;Motoko's Mother;Fruits Basket;2;Sat, 07 Aug 2021 05:11:42 GMT;1,62831E+12;4;;;;No;No;fruits;;1;0;2;7,32966E+17;7,32966E+17;7,21059E+17;1;F;S;S;S;B;F;B;;
jbz48m;17711;1;Eyesight;One-Punch Man 2;2;Sat, 07 Aug 2021 03:59:39 GMT;1,62831E+12;11;;;;No;No;watchlater;;1;0;2;7,32966E+17;7,32966E+17;7,21059E+17;6;F;S;S;S;A;F;B;;
jbngb1;10302;1;Saber;Fate/stay night;0;Sat, 07 Aug 2021 02:59:11 GMT;1,62831E+12;19;;;;No;No;watchlater;;1366;0;0;7,32966E+17;7,32966E+17;7,57946E+17;14;F;S;S;S;A;F;C;;
jbjrsc;6931;2;Mitsuri Kanroji;Demon Slayer: Kimetsu no Yaiba;4;Sat, 07 Aug 2021 02:24:37 GMT;1,6283E+12;369;;;;No;No;demon;;1783;1;3;7,32966E+17;7,32966E+17;7,21059E+17;230;F;A;S;S;S;D;B;;
jb2csb;603;2;Bagramon;Digimon Xros Wars;0;Fri, 06 Aug 2021 23:15:14 GMT;1,62829E+12;3;;;;No;No;lp;;1;1;0;7,32966E+17;7,32966E+17;7,21059E+17;1;F;S;S;S;A;D;A;;
j5lx3j;7054;2;Rhodanse;Violet Evergarden;1;Fri, 06 Aug 2021 14:41:56 GMT;1,62826E+12;11;;;;No;No;watchlater;;1;0;1;7,32966E+17;7,32966E+17;7,21059E+17;8;F;S;S;S;S;F;A;;
j5f8wb;893;1;Dion;Tears to Tiara II: Heir of the Overlord;4;Fri, 06 Aug 2021 13:58:45 GMT;1,62826E+12;33;;;;No;No;lp;;1;0;4;;7,32966E+17;8,31751E+17;20;F;S;S;F;F;F;A;;
j559f4;1576;2;Haruki's Mother;I Want to Eat Your Pancreas;2;Fri, 06 Aug 2021 10:49:46 GMT;1,62825E+12;23;;;;No;No;watchlater;;1;0;2;8,15106E+17;8,15106E+17;7,17031E+17;14;F;S;F;F;F;F;A;;
j5pbjg;6662;2;Princess Anne;Magic Kaito 1412;4;Fri, 06 Aug 2021 10:12:46 GMT;1,62824E+12;75;;;;No;No;dcmk;;1;0;4;2,31323E+17;7,32966E+17;7,04015E+17;46;F;S;S;F;B;F;A;;
j54zbl;6428;2;Zofia;Attack on Titan: The Final Season;1;Fri, 06 Aug 2021 08:51:49 GMT;1,62824E+12;25;;;;No;No;aot;;2;0;1;7,32966E+17;7,32966E+17;7,21059E+17;16;F;S;S;S;A;F;B;;
j5nbpb;10671;1;Elise;Bungou Stray Dogs;2;Fri, 06 Aug 2021 06:32:06 GMT;1,62823E+12;22;;;;No;No;bsd;;6;0;2;7,32966E+17;7,32966E+17;7,04015E+17;15;F;S;S;S;A;F;C;;
j55lww;6757;2;Yona;Fire Force;2;Fri, 06 Aug 2021 04:25:20 GMT;1,62822E+12;33;;;;No;No;fire;;1;0;2;;7,32966E+17;8,31751E+17;19;F;S;S;F;F;F;A;;
j5qzn4;10779;1;Rinka Hayami;Assassination Classroom;3;Fri, 06 Aug 2021 01:05:37 GMT;1,62821E+12;42;;;;No;No;watchlater;;2;0;3;7,32966E+17;7,32966E+17;6,32549E+17;26;F;S;S;S;C;F;B;;
j5v8bc;95;1;Miki;Opera Girl!;1;Fri, 06 Aug 2021 00:08:58 GMT;1,62821E+12;2;;;;No;No;lp;;0;0;1;4,24619E+17;7,32966E+17;8,31751E+17;1;F;S;S;F;F;F;A;;
j5vf4n;1342;2;Truck-kun;Captain Tsubasa (2018);2;Thu, 05 Aug 2021 23:56:50 GMT;1,62821E+12;47;;;;No;No;gold;;86;1;2;7,32966E+17;7,32966E+17;7,21059E+17;34;F;S;S;S;A;D;A;;
jk3m04;4495;2;Chiko Sekino;Dropout Idol Fruit Tart;2;Thu, 05 Aug 2021 14:53:13 GMT;1,62818E+12;24;;;;No;No;purple;;2;0;2;;7,32966E+17;8,31751E+17;14;F;S;S;F;D;F;B;;
jkrhjf;8;2;Ayumi Yoshida;Detective Conan;3;Thu, 05 Aug 2021 14:43:34 GMT;1,62817E+12;50;;;;No;No;dcmk;;2;0;3;7,59324E+17;7,59324E+17;7,57946E+17;33;F;S;F;F;A;F;A;;
jkpg7n;10491;1;Tashigi;One Piece;0;Thu, 05 Aug 2021 14:01:58 GMT;1,62817E+12;6;;;;No;No;op;;14;1;0;7,32966E+17;7,32966E+17;7,21059E+17;4;F;S;S;S;B;D;C;;
jkj990;13004;1;Four;Is It Wrong to Try to Pick Up Girls in a Dungeon? III;1;Thu, 05 Aug 2021 09:49:04 GMT;1,62816E+12;2;;;;No;No;watchlater;;0;0;1;7,32966E+17;7,32966E+17;6,32549E+17;1;F;S;S;S;A;F;B;;
jk52qx;112;2;Milon;Edens Zero;1;Thu, 05 Aug 2021 07:46:47 GMT;1,62815E+12;12;;;;No;No;lp;;1;0;1;7,32966E+17;7,32966E+17;7,21059E+17;6;F;S;S;S;B;F;A;;
jkqpws;228;2;Ene;Mekakucity Actors;1;Thu, 05 Aug 2021 04:14:34 GMT;1,62814E+12;22;;;;No;No;lp;;60;1;1;7,32966E+17;7,32966E+17;7,21059E+17;18;F;S;S;S;S;D;A;;
jk0fc7;4706;2;Hinata Sakaguchi;That Time I Got Reincarnated as a Slime;1;Thu, 05 Aug 2021 03:44:23 GMT;1,62814E+12;22;;;;No;No;slime;;13;0;1;7,32966E+17;7,32966E+17;7,21059E+17;16;F;S;S;S;A;F;A;;
5xbgmv;658;2;Snow;Combatants Will Be Dispatched!;2;Thu, 05 Aug 2021 02:18:14 GMT;1,62813E+12;43;;;;No;No;sentouin;;17;0;2;;4,09707E+17;6,08684E+17;28;F;S;F;F;A;F;A;;
jws2rc;6664;2;Hachiman Hikigaya;My Teen Romantic Comedy SNAFU;3;Thu, 05 Aug 2021 00:31:43 GMT;1,62812E+12;137;;;;No;No;oregairu;;178;0;3;5,98062E+17;5,98062E+17;6,84618E+17;70;F;S;F;F;F;F;B;;
jwxhw3;6693;2;Hitoha Miyamizu;your name.;1;Thu, 05 Aug 2021 00:24:45 GMT;1,62812E+12;14;;;;No;No;yourname;;6;0;1;7,32966E+17;7,32966E+17;7,21059E+17;9;F;S;S;S;S;F;B;;
jwn58b;15485;1;Haiji Towa;Danganronpa Another Episode: Ultra Despair Girls;0;Wed, 04 Aug 2021 14:22:23 GMT;1,62809E+12;6;;;;No;No;watchlater;;1;0;0;7,32966E+17;7,32966E+17;7,21059E+17;5;F;S;S;S;A;F;B;;
jwbd69;6679;2;Ichigo Kurosaki;Bleach;2;Wed, 04 Aug 2021 13:30:03 GMT;1,62808E+12;88;;;;No;No;fs;;1954;1;2;7,32966E+17;7,32966E+17;7,21059E+17;58;F;S;S;S;A;D;B;;
jwwlvg;17093;1;Takamasa Iki;Noragami;2;Wed, 04 Aug 2021 10:53:06 GMT;1,62807E+12;2;;;;No;No;noragami;;1;0;2;7,32966E+17;7,32966E+17;7,21059E+17;1;F;S;S;S;A;F;B;;
jwwpv2;6142;2;Bluebell Junoa;Violet Evergarden;2;Wed, 04 Aug 2021 10:42:58 GMT;1,62807E+12;31;;;;No;No;watchlater;;2;0;2;;7,32966E+17;8,31751E+17;19;F;S;S;F;F;F;B;;
jw2jmz;10144;1;Kanato Sakamaki;Diabolik Lovers;1;Wed, 04 Aug 2021 09:42:39 GMT;1,62807E+12;15;;;;No;No;gold;;29;1;1;7,32966E+17;7,32966E+17;7,21059E+17;8;F;S;S;S;B;D;C;;
jwm91x;10962;1;Cheese-kun;Code Geass: Lelouch of the Rebellion;2;Wed, 04 Aug 2021 05:39:41 GMT;1,62806E+12;21;;;;No;No;gold;;23;0;2;7,32966E+17;7,32966E+17;7,21059E+17;14;F;S;S;S;A;F;B;;
j2xs3s;17469;1;Kyo's Mother;Fruits Basket;3;Wed, 04 Aug 2021 03:54:46 GMT;1,62805E+12;18;;;;No;No;fruits;;0;0;3;7,55364E+17;7,32966E+17;6,32549E+17;14;F;S;S;F;A;F;B;;
j2s6s9;6309;2;Kaede Azusagawa;Rascal Does Not Dream of Bunny Girl Senpai;2;Wed, 04 Aug 2021 03:27:59 GMT;1,62805E+12;81;;;;No;No;aobuta;;195;3;2;7,32966E+17;7,32966E+17;6,32549E+17;55;F;S;S;S;S;B;B;;
j2s6d3;6337;2;Tenya Iida;My Hero Academia;1;Wed, 04 Aug 2021 03:24:17 GMT;1,62805E+12;38;;;;No;No;mha;;64;4;1;7,32966E+17;7,32966E+17;6,32549E+17;29;F;S;S;S;A;A;B;;
j2s6d1;6596;2;Jeanne d'Arc (Alter);Fate/Grand Order;2;Wed, 04 Aug 2021 03:23:27 GMT;1,62805E+12;77;;;;No;No;watchlater;;380;3;2;7,32966E+17;7,32966E+17;6,32549E+17;53;F;S;S;S;A;B;B;;
j2s673;114;2;Blizzard;Marvel Disk Wars: The Avengers;1;Wed, 04 Aug 2021 03:20:56 GMT;1,62805E+12;9;;;;No;No;lp;;1;1;1;7,32966E+17;7,32966E+17;6,32549E+17;5;F;S;S;S;A;D;A;;
lvf8r;1413;1;Yotsuba Nakano;The Quintessential Quintuplets;4;Wed, 04 Aug 2021 02:51:23 GMT;1,62805E+12;283;;;;No;No;quintuplets;;1133;0;4;4,80576E+17;4,80576E+17;7,26455E+17;173;F;S;F;F;B;F;A;;
jvb04l;17084;1;Kosogi;Sword Art Online: Alicization - War of Underworld;2;Wed, 04 Aug 2021 02:37:37 GMT;1,62804E+12;6;;;;No;No;watchlater;;1;0;2;7,30858E+17;7,30858E+17;5,21326E+17;5;F;S;F;F;A;F;B;;
jmjjm0;6574;2;Kohei Katsuragi;Classroom of the Elite;0;Wed, 04 Aug 2021 02:37:37 GMT;1,62804E+12;5;;;;No;No;cote;;5;0;0;;7,30858E+17;5,21326E+17;1;F;S;F;F;D;F;B;;
bc1vjl;17081;1;Death Arms;My Hero Academia;0;Wed, 04 Aug 2021 02:37:37 GMT;1,62804E+12;5;;;;No;No;mha;;1;0;0;;7,30858E+17;4,40601E+17;1;F;S;F;F;F;F;B;;
jq36hq;6452;2;Mari's Mother;Love Live! Sunshine!!;2;Wed, 04 Aug 2021 02:37:37 GMT;1,62804E+12;21;;;;No;No;watchlater;;1;0;2;;7,30858E+17;8,49671E+17;11;F;S;F;F;F;F;B;;
