"code","number","edition","character","series","quality","obtainedDate","obtainedTimestamp","burnValue","dye.code","dye.name","frame","morphed","trimmed","tag","alias","wishlists","fights","dropQuality","dropper","grabber","guild","worker.effort","worker.style","worker.purity","worker.grabber","worker.dropper","worker.quickness","worker.toughness","worker.vanity","worker.recoveryDate","worker.recoveryTimestamp"
"vvkkt3w","51439","1","Ryuuzan Hayashi","Gintama","4","Mon, 10 Apr 2023 16:16:30 GMT","1681143390448","11","","","","No","No","gintama","","0","0","4","732966109916954677","732966109916954677","717030509405929503","6","F","S","S","S","A","F","D","",""
"vvkwlfk","1233","5","Yaya Nanto","Strawberry Panic","2","Mon, 10 Apr 2023 15:38:35 GMT","1681141115935","46","","","","No","No","","","2","0","2","732966109916954677","732966109916954677","717030509405929503","29","F","S","S","S","A","F","C","",""
"vvkhhst","51185","1","Selina Sherlock","Trinity Seven","2","Mon, 10 Apr 2023 14:15:43 GMT","1681136143008","13","","","","No","No","","","4","0","2","732966109916954677","732966109916954677","717030509405929503","6","F","S","S","S","A","F","D","",""
"vvk09pl","6470","4","Brook","One Piece","1","Mon, 10 Apr 2023 12:38:09 GMT","1681130289093","43","","","","No","No","op","","564","0","1","732966109916954677","732966109916954677","717030509405929503","25","F","S","S","S","A","F","D","",""
"vvkm1j1","6522","4","Altria Pendragon","Fate/Grand Order","2","Mon, 10 Apr 2023 10:14:13 GMT","1681121653458","66","","","","No","No","","","50","7","2","732966109916954677","732966109916954677","648031568756998155","44","F","S","S","S","A","S","D","",""
"vvwcrnv","1033","5","Otoya Ittoki","Uta no Prince-sama: Maji Love 1000%","2","Mon, 10 Apr 2023 07:38:04 GMT","1681112284134","50","","","","No","No","","","11","0","2","732966109916954677","732966109916954677","717030509405929503","31","F","S","S","S","A","F","B","",""
"vvw6m8l","47305","1","Patamon","Digimon Adventure","3","Mon, 10 Apr 2023 07:16:39 GMT","1681110999143","28","","","","No","No","","","5","0","3","732966109916954677","732966109916954677","717030509405929503","14","F","S","S","S","F","F","D","",""
"vvw6m8f","51270","1","Mei Daimyouzamurai","If Her Flag Breaks","2","Mon, 10 Apr 2023 07:16:33 GMT","1681110993197","6","","","","No","No","","","1","0","2","732966109916954677","732966109916954677","717030509405929503","4","F","S","S","S","F","F","D","",""
"vvw6m8g","413","5","Ritsu Tainaka","K-On!","1","Mon, 10 Apr 2023 07:16:23 GMT","1681110983247","38","","","","No","No","","","114","0","1","732966109916954677","732966109916954677","717030509405929503","28","F","S","S","S","A","F","B","",""
"vvwx7f3","12527","3","Hajime Iwaizumi","Haikyuu!!","3","Mon, 10 Apr 2023 07:01:11 GMT","1681110071163","142","","","","No","No","","","58","0","3","732966109916954677","732966109916954677","717030509405929503","73","F","S","S","S","F","F","D","",""
"vvwx7fr","12865","2","Chrome","Super Neptunia RPG","0","Mon, 10 Apr 2023 07:01:06 GMT","1681110066274","8","","","","No","No","","","1","0","0","732966109916954677","732966109916954677","717030509405929503","4","F","S","S","S","B","F","D","",""
"vvw6h2x","28864","2","Hashirama Senju","Naruto","3","Mon, 10 Apr 2023 06:45:57 GMT","1681109157847","131","","","","No","No","","","50","0","3","732966109916954677","732966109916954677","717030509405929503","71","F","S","S","S","A","F","D","",""
"vvwx6sh","27558","2","Sei","DRAMAtical Murder","3","Mon, 10 Apr 2023 06:29:32 GMT","1681108172924","40","","","","No","No","","","3","0","3","732966109916954677","732966109916954677","717030509405929503","23","F","S","S","S","A","F","D","",""
"vvwsgx9","38290","1","Sara","Shadows House","2","Mon, 10 Apr 2023 05:27:09 GMT","1681104429371","5","","","","No","No","","","1","0","2","","732966109916954677","717030509405929503","1","F","S","S","F","F","F","D","",""
"vvwstnp","12417","3","Albert","Granblue Fantasy","1","Mon, 10 Apr 2023 05:23:56 GMT","1681104236351","14","","","","No","No","","","4","0","1","732966109916954677","732966109916954677","717030509405929503","6","F","S","S","S","C","F","D","",""
"vvw7401","13035","3","Hagumi Kitazawa","BanG Dream!","0","Mon, 10 Apr 2023 03:32:51 GMT","1681097571912","9","","","","No","No","","","8","0","0","732966109916954677","732966109916954677","717030509405929503","4","F","S","S","S","D","F","D","",""
"vvw7cnc","51443","1","Nano Shinonome","Nichijou - My Ordinary Life","1","Mon, 10 Apr 2023 02:53:58 GMT","1681095238954","5","","","","No","No","","","21","0","1","732966109916954677","732966109916954677","717030509405929503","1","F","S","S","S","A","F","D","",""
"vvwtqpx","44084","1","Servant Mask","High-Rise Invasion","2","Mon, 10 Apr 2023 01:39:38 GMT","1681090778077","17","","","","No","No","","","1","0","2","732966109916954677","732966109916954677","648031568756998155","8","F","S","S","S","A","F","D","",""
"vvwpc96","51478","1","Uzuki Hirokawa","Rascal Does Not Dream of Bunny Girl Senpai","4","Sun, 09 Apr 2023 19:24:03 GMT","1681068243834","74","","","","No","No","aobuta","","1","0","4","980168690223951914","732966109916954677","648031568756998155","40","F","S","S","F","A","F","D","",""
"vvwrj58","51624","1","Yuuna","A Sister's All You Need","1","Sun, 09 Apr 2023 19:23:21 GMT","1681068201304","4","","","","No","No","","","1","0","1","143233889555578880","732966109916954677","648031568756998155","1","F","S","S","F","A","F","D","",""
"vvwz30l","14821","1","Ji Xuanyuan","Honkai Impact 3rd","2","Sun, 09 Apr 2023 18:52:51 GMT","1681066371227","26","","","","No","No","","","3","0","2","732966109916954677","732966109916954677","717030509405929503","15","F","S","S","S","A","F","D","",""
"vvwzwbq","51722","1","Kuugen Tenko","Wagaya no Oinari-sama","2","Sun, 09 Apr 2023 18:13:22 GMT","1681064002951","5","","","","No","No","","","1","0","2","732966109916954677","732966109916954677","717030509405929503","1","F","S","S","S","C","F","D","",""
"vvwzwb0","51100","1","Moses's Mother","Attack on Titan","2","Sun, 09 Apr 2023 18:13:19 GMT","1681063999118","10","","","","No","No","aot","","1","0","2","732966109916954677","732966109916954677","717030509405929503","5","F","S","S","S","B","F","D","",""
"vvw1wwn","51337","1","Chihiro Mutobe","Tokyo Ravens","2","Sun, 09 Apr 2023 17:29:34 GMT","1681061374852","5","","","","No","No","","","1","0","2","732966109916954677","732966109916954677","717030509405929503","1","F","S","S","S","F","F","D","",""
"vvw1988","7221","4","Makoto","Marvel Future Avengers","2","Sun, 09 Apr 2023 16:53:54 GMT","1681059234693","26","","","","No","No","","","1","0","2","732966109916954677","732966109916954677","717030509405929503","15","F","S","S","S","A","F","D","",""
"vvwn1d6","4891","3","Minami Oi","Tribe Nine","2","Sun, 09 Apr 2023 16:38:15 GMT","1681058295594","26","","","","No","No","","","1","0","2","1092194200033972376","732966109916954677","648031568756998155","15","F","S","S","F","S","F","C","",""
"vvwb13c","15217","3","Noa Kuonji","Skate-Leading Stars","1","Sun, 09 Apr 2023 15:40:46 GMT","1681054846161","11","","","","No","No","","","1","0","1","732966109916954677","732966109916954677","717030509405929503","5","F","S","S","S","A","F","D","",""
"vvwknw7","2121","2","Thetismon","Digimon Ghost Game","3","Sun, 09 Apr 2023 14:02:24 GMT","1681048944081","53","","","","No","No","","","1","0","3","732966109916954677","732966109916954677","717030509405929503","30","F","S","S","S","B","F","B","",""
"vvwksbd","6495","2","Kotori Kanbe","Rewrite","1","Sun, 09 Apr 2023 14:02:20 GMT","1681048940527","15","","","","No","No","","","2","0","1","732966109916954677","732966109916954677","717030509405929503","6","F","S","S","S","C","F","D","",""
"vvww5xv","6180","4","Rintaro Kuma","DREAM!ing","2","Sun, 09 Apr 2023 13:01:49 GMT","1681045309386","30","","","","No","No","","","1","0","2","732966109916954677","732966109916954677","717030509405929503","19","F","S","S","S","A","F","D","",""
"vvw2t5t","18134","2","Saburouta Bandou","K-Project","1","Sun, 09 Apr 2023 12:32:35 GMT","1681043555015","10","","","","No","No","","","1","0","1","732966109916954677","732966109916954677","717030509405929503","5","F","S","S","S","B","F","D","",""
"vvw2t58","29479","2","Tanjuurou Kamado","Demon Slayer: Kimetsu no Yaiba","2","Sun, 09 Apr 2023 12:32:31 GMT","1681043551035","69","","","","No","No","","","17","0","2","732966109916954677","732966109916954677","717030509405929503","39","F","S","S","S","A","F","D","",""
"vvw2592","802","5","Louise de la Vallière","The Familiar of Zero","2","Sun, 09 Apr 2023 10:44:33 GMT","1681037073000","73","","","","No","No","","","89","0","2","732966109916954677","732966109916954677","717030509405929503","45","F","S","S","S","A","F","B","",""
"vvwqp3s","51503","1","Uruka Minami","Tokyo Ghoul: Jack","2","Sun, 09 Apr 2023 09:45:20 GMT","1681033520153","14","","","","No","No","tokyo","","1","0","2","732966109916954677","732966109916954677","717030509405929503","6","F","S","S","S","B","F","D","",""
"vvwqckh","51173","1","Peace","Angel Cop","0","Sun, 09 Apr 2023 09:15:08 GMT","1681031708166","1","","","","No","No","","","1","0","0","732966109916954677","732966109916954677","717030509405929503","0","F","S","S","S","F","F","D","",""
"vvwv3t6","51200","1","Birds","REBORN!","1","Sun, 09 Apr 2023 07:36:45 GMT","1681025805657","1","","","","No","No","","","1","0","1","732966109916954677","732966109916954677","717030509405929503","0","F","S","S","S","D","F","D","",""
"vvwv3ts","13892","2","Liang","Nanbaka","3","Sun, 09 Apr 2023 07:36:39 GMT","1681025799723","48","","","","No","No","","","6","0","3","732966109916954677","732966109916954677","717030509405929503","25","F","S","S","S","A","F","D","",""
"vvwmrt6","51718","1","Hiashi Hyuuga","Naruto","3","Sun, 09 Apr 2023 07:12:26 GMT","1681024346240","37","","","","No","No","","","1","0","3","732966109916954677","732966109916954677","757946476809682954","18","F","S","S","S","F","F","D","",""
"vvwvvtc","19514","1","Lemonaid Fiend","The Disastrous Life of Saiki K.","1","Sun, 09 Apr 2023 07:12:06 GMT","1681024326275","4","","","","No","No","","","1","0","1","732966109916954677","732966109916954677","757946476809682954","1","F","S","S","S","C","F","D","",""
"vvwm9jq","51565","1","Octavia","Mardock Scramble: The Second Combustion","3","Sun, 09 Apr 2023 06:37:42 GMT","1681022262872","13","","","","No","No","","","1","0","3","732966109916954677","732966109916954677","757946476809682954","5","F","S","S","S","B","F","D","",""
"vv2stmv","636","2","Nyna","Fire Emblem: Shadow Dragon and the Blade of Light","2","Sun, 09 Apr 2023 03:30:44 GMT","1681011044779","35","","","","No","No","","","1","0","2","732966109916954677","732966109916954677","757946476809682954","24","F","S","S","S","B","F","A","",""
"vv2d6v1","51440","1","Makina Hoshimura","Corpse Princess: Aka","2","Sun, 09 Apr 2023 02:14:20 GMT","1681006460589","5","","","","No","No","","","1","0","2","","732966109916954677","717030509405929503","1","F","S","S","F","F","F","D","",""
"vv2d50c","12759","3","Star Platinum","JoJo's Bizarre Adventure: Stardust Crusaders","1","Sun, 09 Apr 2023 01:55:33 GMT","1681005333752","40","","","","No","No","","","204","0","1","732966109916954677","732966109916954677","717030509405929503","23","F","S","S","S","A","F","D","",""
"vv2dghd","6741","4","Yui Saikawa","The Detective is Already Dead","4","Sun, 09 Apr 2023 01:30:53 GMT","1681003853357","221","","","","No","No","keep","","16","0","4","313108727353966603","732966109916954677","717030509405929503","113","F","S","S","F","B","F","D","",""
"vv2d1nw","51284","1","Bellote","Overlord","2","Sun, 09 Apr 2023 01:22:08 GMT","1681003328773","3","","","","No","No","","","1","0","2","732966109916954677","732966109916954677","717030509405929503","1","F","S","S","S","F","F","D","",""
"vv2d1n2","51073","1","Mikey","Outlaw Star","2","Sun, 09 Apr 2023 01:21:58 GMT","1681003318676","1","","","","No","No","","","1","0","2","732966109916954677","732966109916954677","717030509405929503","0","F","S","S","S","A","F","D","",""
"vv2ttt3","51280","1","Tsuyoshi Matsushima","Haikyuu!! Second Season","2","Sun, 09 Apr 2023 01:04:55 GMT","1681002295610","12","","","","No","No","","","1","0","2","732966109916954677","732966109916954677","717030509405929503","5","F","S","S","S","F","F","D","",""
"vv2tzcm","12444","3","Tony Stark","Iron Man","1","Sun, 09 Apr 2023 00:32:54 GMT","1681000374797","27","","","","No","No","","","18","0","1","732966109916954677","732966109916954677","717030509405929503","15","F","S","S","S","A","F","D","",""
"vv2pc5d","51826","1","Victor Putin","Chronos Ruler","3","Sat, 08 Apr 2023 17:41:05 GMT","1680975665428","11","","","","No","No","","","1","0","3","","732966109916954677","717030509405929503","5","F","S","S","F","D","F","D","",""
"vv2pjkc","1229","4","Myako","Miss Shachiku and the Little Baby Ghost","2","Sat, 08 Apr 2023 17:25:33 GMT","1680974733751","41","","","","No","No","","","2","0","2","732966109916954677","732966109916954677","717030509405929503","25","F","S","S","S","A","F","C","",""
"vv24j2s","29153","2","Marx Francois","Black Clover","2","Sat, 08 Apr 2023 17:09:58 GMT","1680973798845","32","","","","No","No","","","1","0","2","732966109916954677","732966109916954677","717030509405929503","18","F","S","S","S","A","F","D","",""
"vv2pqzp","4377","1","Ichibei Hyousube","Bleach: Sennen Kessen-hen","2","Sat, 08 Apr 2023 16:48:28 GMT","1680972508459","18","","","","No","No","","","9","0","2","732966109916954677","732966109916954677","717030509405929503","13","F","S","S","S","C","F","C","",""
"vv24frr","26920","2","Reika Kaga","Kemono Jihen","2","Sat, 08 Apr 2023 16:27:42 GMT","1680971262251","14","","","","No","No","","","1","0","2","732966109916954677","732966109916954677","717030509405929503","6","F","S","S","S","F","F","D","",""
"vv2z64h","51294","1","Giorno's Stepfather","JoJo's Bizarre Adventure: Golden Wind","2","Sat, 08 Apr 2023 16:27:13 GMT","1680971233245","14","","","","No","No","","","1","0","2","732966109916954677","732966109916954677","717030509405929503","8","F","S","S","S","A","F","D","",""
"vv2zkl6","15652","2","Sakuta Azusagawa","Rascal Does Not Dream of Bunny Girl Senpai","4","Sat, 08 Apr 2023 16:19:02 GMT","1680970742890","316","","","","No","No","aobuta","","178","0","4","533660557707051009","732966109916954677","717030509405929503","159","F","S","S","F","B","F","D","",""
"vv2z7m1","10412","2","Kawauso Maniwa","Katanagatari","0","Sat, 08 Apr 2023 16:11:57 GMT","1680970317780","4","","","","No","No","","","1","0","0","732966109916954677","732966109916954677","717030509405929503","1","F","S","S","S","A","F","D","",""
"vv2zfnc","14216","3","Ken Sudou","Classroom of the Elite","2","Sat, 08 Apr 2023 15:56:43 GMT","1680969403633","28","","","","No","No","cote","","2","0","2","732966109916954677","732966109916954677","717030509405929503","15","F","S","S","S","S","F","D","",""
"vv219sx","51372","1","Noko","One Piece","1","Sat, 08 Apr 2023 15:43:33 GMT","1680968613802","5","","","","No","No","op","","2","0","1","239040374813753344","732966109916954677","648031568756998155","1","F","S","S","F","B","F","D","",""
"vv21dg6","51465","1","Yuina Kusatsu","SPRiNGS: Junjou -SAKURA-","2","Sat, 08 Apr 2023 15:41:17 GMT","1680968477967","7","","","","No","No","","","1","0","2","732966109916954677","732966109916954677","648031568756998155","4","F","S","S","S","A","F","D","",""
"vv2np56","18531","1","Seiji Asoh","Detective Conan","2","Sat, 08 Apr 2023 14:59:59 GMT","1680965999527","3","","","","No","No","","","1","0","2","980168690223951914","732966109916954677","648031568756998155","1","F","S","S","F","A","F","D","",""
"vv2zmlx","46561","1","Okutakon","Kirby: Right Back at Ya!","3","Sat, 08 Apr 2023 14:59:49 GMT","1680965989264","16","","","","No","No","","","1","0","3","","732966109916954677","648031568756998155","8","F","S","S","F","B","F","D","",""
"vv213v7","49968","1","Saphentite Neikes","Monster Girl Doctor","0","Sat, 08 Apr 2023 14:59:26 GMT","1680965966398","4","","","","No","No","","","13","0","0","732966109916954677","732966109916954677","648031568756998155","1","F","S","S","S","F","F","D","",""
"vv21g80","3162","4","Haru Shirokane","Tribe Nine","2","Sat, 08 Apr 2023 14:40:54 GMT","1680964854937","31","","","","No","No","","","1","0","2","732966109916954677","732966109916954677","717030509405929503","19","F","S","S","S","B","F","D","",""
"vv2j1nn","16429","3","Patrick","Shadows House","3","Sat, 08 Apr 2023 13:57:39 GMT","1680962259699","50","","","","No","No","","","3","1","3","732966109916954677","732966109916954677","648031568756998155","30","F","S","S","S","B","D","D","",""
"vv2b5px","21749","2","Ant King","Solo Leveling","2","Sat, 08 Apr 2023 12:29:00 GMT","1680956940420","46","","","","No","No","","","22","3","2","732966109916954677","732966109916954677","648031568756998155","29","F","S","S","S","S","B","D","",""
"vv2bpv1","49393","1","Giant Squid","Doraemon: Nobita and the Castle of the Undersea Devil","3","Sat, 08 Apr 2023 12:03:42 GMT","1680955422465","7","","","","No","No","","","1","0","3","732966109916954677","732966109916954677","648031568756998155","4","F","S","S","S","A","F","D","",""
"vv25sbq","51592","1","Alfred Jodocus Kwak","Alfred J. Quack","3","Sat, 08 Apr 2023 11:03:07 GMT","1680951787716","15","","","","No","No","","","5","0","3","732966109916954677","732966109916954677","717030509405929503","8","F","S","S","S","A","F","D","",""
"vv25f0b","16234","2","Mitsuri Kanroji","Demon Slayer: Kimetsu no Yaiba","1","Sat, 08 Apr 2023 10:42:58 GMT","1680950578764","45","","","","No","No","demon","","2034","0","1","732966109916954677","732966109916954677","717030509405929503","24","F","S","S","S","A","F","D","",""
"vv2k4cr","1397","4","Anna Nishikinomiya","SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn't Exist","1","Sat, 08 Apr 2023 09:26:46 GMT","1680946006807","38","","","","No","No","keep","","275","1","1","732966109916954677","732966109916954677","717030509405929503","26","F","S","S","S","S","D","C","",""
"vv2kqsb","51427","1","Fafnir","Little Witch Academia TV","1","Sat, 08 Apr 2023 09:06:52 GMT","1680944812422","2","","","","No","No","","","1","0","1","732966109916954677","732966109916954677","717030509405929503","1","F","S","S","S","F","F","D","",""
"vv2kqsk","9661","3","Yoshitaka","Tanaka-kun is Always Listless","2","Sat, 08 Apr 2023 09:06:45 GMT","1680944805073","27","","","","No","No","","","1","1","2","732966109916954677","732966109916954677","717030509405929503","16","F","S","S","S","B","D","D","",""
"vv22dsj","51536","1","Sayuri Muranushi","www.Working!!","2","Sat, 08 Apr 2023 08:41:10 GMT","1680943270107","6","","","","No","No","","","1","0","2","732966109916954677","732966109916954677","717030509405929503","4","F","S","S","S","A","F","D","",""
"vv2wqg3","8718","2","Ryuunosuke Akasaka","The Pet Girl of Sakurasou","2","Sat, 08 Apr 2023 07:46:42 GMT","1680940002619","38","","","","No","No","sakurasou","","9","0","2","313108727353966603","313108727353966603","717030509405929503","21","F","S","F","F","A","F","D","",""
"vv2wqgg","51095","1","Jink","Sword Art Online: Alicization","1","Sat, 08 Apr 2023 07:45:45 GMT","1680939945313","3","","","","No","No","","","1","0","1","313108727353966603","732966109916954677","717030509405929503","1","F","S","S","F","F","F","D","",""
"vv22vdp","6720","4","Magical Girl Ore","Magical Girl Ore","1","Sat, 08 Apr 2023 07:45:37 GMT","1680939937114","18","","","","No","No","","","6","0","1","732966109916954677","732966109916954677","717030509405929503","13","F","S","S","S","A","F","D","",""
"vv22k0p","51268","1","Rokubi","Naruto Shippuden","2","Sat, 08 Apr 2023 07:19:50 GMT","1680938390441","20","","","","No","No","","","5","0","2","732966109916954677","732966109916954677","717030509405929503","13","F","S","S","S","A","F","D","",""
"vv2h1kv","866","5","Yvette L. Lehrman","Lord El-Melloi II's Case Files {Rail Zeppelin} Grace note","2","Sat, 08 Apr 2023 06:41:17 GMT","1680936077360","51","","","","No","No","","","3","0","2","732966109916954677","732966109916954677","717030509405929503","31","F","S","S","S","C","F","B","",""
"vv2h2rd","902","5","Tekito Derekida","Uramichi Oniisan","3","Sat, 08 Apr 2023 06:24:09 GMT","1680935049666","63","","","","No","No","","","1","0","3","732966109916954677","732966109916954677","717030509405929503","43","F","S","S","S","A","F","B","",""
"vv2qw9l","1042","5","Achilles","Fate/Apocrypha","2","Sat, 08 Apr 2023 05:12:10 GMT","1680930730713","59","","","","No","No","","","16","0","2","732966109916954677","732966109916954677","717030509405929503","39","F","S","S","S","A","F","B","",""
"vv2qvlt","26647","1","Goddess","Tsukimichi: Moonlit Fantasy","1","Sat, 08 Apr 2023 04:57:25 GMT","1680929845076","5","","","","No","No","","","1","0","1","732966109916954677","732966109916954677","717030509405929503","1","F","S","S","S","C","F","D","",""
"vv2qvl8","7385","4","Qin Shi Huang","Fate/Grand Order","4","Sat, 08 Apr 2023 04:57:19 GMT","1680929839133","174","","","","No","No","","","8","0","4","732966109916954677","732966109916954677","717030509405929503","98","F","S","S","S","A","F","D","",""
"vv20p1k","6391","2","Abraham Lincoln","The Fruit of Evolution: Before I Knew It, My Life Had It Made","2","Sat, 08 Apr 2023 04:57:06 GMT","1680929826702","24","","","","No","No","","","4","0","2","732966109916954677","732966109916954677","717030509405929503","14","F","S","S","S","D","F","C","",""
"vv2qm84","5658","4","Landlord","The Great Jahy Will Not Be Defeated!","2","Sat, 08 Apr 2023 04:36:52 GMT","1680928612311","38","","","","No","No","","","2","0","2","732966109916954677","732966109916954677","717030509405929503","24","F","S","S","S","A","F","D","",""
"vv2vjns","11052","3","Caenis","Fate/Grand Order","2","Sat, 08 Apr 2023 04:22:12 GMT","1680927732915","45","","","","No","No","","","13","0","2","732966109916954677","732966109916954677","717030509405929503","24","F","S","S","S","S","F","D","",""
"vv2047q","5136","2","Kobato Reika","Deep Insanity: The Lost Child","1","Sat, 08 Apr 2023 04:21:43 GMT","1680927703907","14","","","","No","No","","","1","0","1","732966109916954677","732966109916954677","717030509405929503","8","F","S","S","S","A","F","D","",""
"vv2vrxm","12644","1","Raphael Kirsten","Fire Emblem: Three Houses","1","Sat, 08 Apr 2023 03:53:50 GMT","1680926030711","5","","","","No","No","","","5","0","1","732966109916954677","732966109916954677","717030509405929503","1","F","S","S","S","D","F","D","",""
"vv2vrsx","50903","1","Monophanie","Danganronpa V3: Killing Harmony","2","Sat, 08 Apr 2023 03:53:42 GMT","1680926022997","29","","","","No","No","","","2","0","2","732966109916954677","732966109916954677","717030509405929503","15","F","S","S","S","A","F","D","",""
"vv2m3b8","11949","3","Hodaka Morishima","Weathering with You","2","Sat, 08 Apr 2023 03:50:35 GMT","1680925835455","53","","","","No","No","","","45","0","2","","341480905606430720","717030509405929503","26","F","S","F","F","S","F","D","",""
"vv2m7tm","12088","3","Neptune","Hyperdimension Neptunia","1","Sat, 08 Apr 2023 03:26:19 GMT","1680924379438","28","","","","No","No","","","87","0","1","","732966109916954677","717030509405929503","13","F","S","S","F","F","F","D","",""
"vv2m8p2","51290","1","Mineha","Noragami Aragoto","0","Sat, 08 Apr 2023 03:16:03 GMT","1680923763054","2","","","","No","No","noragami","","0","0","0","","732966109916954677","717030509405929503","1","F","S","S","F","C","F","D","",""
"h6pgbv","1104","2","Kohei Katsuragi","Classroom of the Elite","0","Sat, 08 Apr 2023 03:14:07 GMT","1680923647594","5","","","","No","No","cote","","1","0","0","409707302069993492","409707302069993492","608683989439610913","1","F","S","F","F","S","F","A","",""
"q3ls3j","6319","1","Darkness","KonoSuba: God's blessing on this wonderful world!","3","Sat, 08 Apr 2023 03:14:07 GMT","1680923647594","144","","","","No","No","","","454","0","3","","409707302069993492","717030509405929503","75","F","S","F","F","F","F","B","",""
"sr6p0n","44317","1","Otoha Nakano","The Pet Girl of Sakurasou","3","Sat, 08 Apr 2023 03:14:07 GMT","1680923647594","12","","","","No","No","","","1","0","3","409707302069993492","409707302069993492","717030509405929503","6","F","S","F","F","A","F","D","",""
"qlv91w","6529","1","Kei Karuizawa","Classroom of the Elite","1","Sat, 08 Apr 2023 03:14:07 GMT","1680923647594","21","","","","No","No","","","265","0","1","","409707302069993492","717030509405929503","11","F","S","F","F","A","F","B","",""
"2m7d0d","1329","2","Aldarp Alex Barnes","KonoSuba: God's blessing on this wonderful world! 2","3","Sat, 08 Apr 2023 03:14:07 GMT","1680923647594","33","","","","No","No","konosuba","","0","0","3","409707302069993492","409707302069993492","797211775825215499","20","F","S","F","F","A","F","A","",""
"2m3012","872","2","Iris","Konosuba: Fantastic Days!","2","Sat, 08 Apr 2023 03:14:07 GMT","1680923647594","38","","","","No","No","","","6","0","2","409707302069993492","409707302069993492","797211775825215499","26","F","S","F","F","A","F","A","",""
"vmcw2fc","7115","4","Iris","Konosuba: Fantastic Days!","4","Sat, 08 Apr 2023 03:14:07 GMT","1680923647594","197","","","","No","No","","","6","0","4","313108727353966603","409707302069993492","717030509405929503","86","F","S","F","F","F","F","D","",""
"vv2vqxq","5983","4","Kaisuke","Akira","3","Sat, 08 Apr 2023 03:05:40 GMT","1680923140147","60","","","","No","No","","","2","0","3","732966109916954677","732966109916954677","717030509405929503","35","F","S","S","S","A","F","D","",""
"vv2mmkv","40015","1","Mimikins","Pokémon Sun & Moon","2","Sat, 08 Apr 2023 02:28:28 GMT","1680920908643","25","","","","No","No","cute","","8","0","2","732966109916954677","409707302069993492","717030509405929503","11","F","S","F","S","F","F","D","",""
"vvhlq72","51450","1","Jose Porla","Fairy Tail","0","Fri, 07 Apr 2023 18:18:04 GMT","1680891484615","1","","","","No","No","","","1","0","0","732966109916954677","732966109916954677","717030509405929503","0","F","S","S","S","A","F","D","",""
"vvhfbmq","7700","1","Ken","Spy x Family","2","Fri, 07 Apr 2023 17:57:34 GMT","1680890254000","17","","","","No","No","","","1","0","2","313108727353966603","732966109916954677","717030509405929503","8","F","S","S","F","F","F","C","",""
"vvhfzdd","7027","4","Noriko Mizushima","Strawberry Panic","1","Fri, 07 Apr 2023 17:57:30 GMT","1680890250086","14","","","","No","No","","","1","0","1","732966109916954677","732966109916954677","717030509405929503","8","F","S","S","S","A","F","D","",""
"vvhfk3l","51098","1","Enju","Wagaya no Oinari-sama","2","Fri, 07 Apr 2023 17:38:33 GMT","1680889113998","3","","","","No","No","","","1","0","2","732966109916954677","732966109916954677","717030509405929503","1","F","S","S","S","B","F","D","",""
"vvhfk3f","15655","3","Yuzu Kurosaki","Bleach","2","Fri, 07 Apr 2023 17:38:29 GMT","1680889109581","39","","","","No","No","","","2","0","2","732966109916954677","732966109916954677","717030509405929503","24","F","S","S","S","S","F","D","",""
"vvhg28w","16559","3","Anna","The Promised Neverland","2","Fri, 07 Apr 2023 17:15:15 GMT","1680887715100","39","","","","No","No","","","1","0","2","732966109916954677","732966109916954677","717030509405929503","21","F","S","S","S","B","F","D","",""
"vvhg282","11940","3","Mark Twain","Bungou Stray Dogs 2nd Season","4","Fri, 07 Apr 2023 17:15:12 GMT","1680887712023","156","","","","No","No","bsd","","11","0","4","732966109916954677","732966109916954677","717030509405929503","89","F","S","S","S","S","F","D","",""
"vvhg299","1571","2","Eleonore Giovanna Gassion","Luminous Witches","2","Fri, 07 Apr 2023 16:58:48 GMT","1680886728914","27","","","","No","No","","","1","0","2","620020386595078227","732966109916954677","717030509405929503","15","F","S","S","F","B","F","C","",""
"vvhrf0n","51445","1","Ayumi Otosaka","Charlotte","1","Fri, 07 Apr 2023 15:04:25 GMT","1680879865346","9","","","","No","No","","","15","0","1","1066896900332208218","732966109916954677","648031568756998155","4","F","S","S","F","A","F","D","",""
"vvhz1fb","28981","2","Estelle","Wandering Witch: The Journey of Elaina","2","Fri, 07 Apr 2023 13:51:51 GMT","1680875511685","28","","","","No","No","","","1","0","2","","732966109916954677","648031568756998155","14","F","S","S","F","A","F","D","",""
"vvhz7vp","1360","3","Nyaruo","Haiyore! Nyaruko-san","3","Fri, 07 Apr 2023 13:20:10 GMT","1680873610692","55","","","","No","No","","","1","3","3","732966109916954677","732966109916954677","648031568756998155","35","F","S","S","S","A","B","C","",""
"vvh1lb2","15307","3","Mimi","Princess Connect! Re: Dive","1","Fri, 07 Apr 2023 12:54:03 GMT","1680872043807","17","","","","No","No","","","5","0","1","806486939163033650","732966109916954677","757946476809682954","6","F","S","S","F","F","F","D","",""
"vvh1j6d","6358","2","Manabe Baiku","The Disastrous Life of Saiki K.","1","Fri, 07 Apr 2023 12:02:52 GMT","1680868972557","9","","","","No","No","","","2","0","1","1024631017924993155","732966109916954677","648031568756998155","4","F","S","S","F","B","F","D","",""
